index,text,paraphrased_text
1177,here I have to go to my classes what will ,['I have to go to my classes.']
1178,my parents think if they don't hear from me please ,"[""My parents are worried if they don't hear from me.""]"
1179,don't do this I played it food clothing and shelter ,['I did not play it food clothing and shelter.']
1180,are the basic necessities and will have them all anything ,['Will have the basic necessities and anything else.']
1181,else is a luxury I will send a message to ,['I will send a message to someone else.']
1182,your parents once a week from your phone so they ,['Your parents are on your phone once a week.']
1183,know your okay she replied coldly ohh crap I left ,"['I left, she replied coldly.']"
1184,my phone in my room I thought you're insane let ,['I thought you were insane when I had my phone in my room.']
1185,me out I said you're not going anywhere until I'm ,"[""I told you not to go anywhere until I'm there.""]"
1186,sure you love me back anyway you might as well ,['You might love me as well.']
1187,sit down and make yourself comfortable she said her room ,['She said to sit down and make yourself comfortable.']
1188,was pretty huge much bigger than mine there was a ,['It was much larger than mine.']
1189,king size bada couch television desktop computer and like my ,"['Like my computer, the king size bada couch.']"
1190,room she also had an ensuite bathroom so there was ,['She also had a bathroom in her room.']
1191,no way I could use that as a way out ,"[""I couldn't use that as a way out.""]"
1192,I sat on the couch and stared into space I ,['I looked into space while sitting on the couch.']
1193,didn't know what to do next hold 2 weeks passed ,"[""I didn't know what to do next.""]"
1194,Megan trying to be nice to me but I refused ,['Megan was trying to be nice to me.']
1195,to talk to her everyday she brought me my favorite ,['She brought my favorite to talk to her.']
1196,foods and other things she thought I would like she ,['She thought I would like some things.']
1197,told me that my parents weren't worried about me because ,['My parents were not worried about me.']
1198,she's been sending the messages while pretending to be me ,['She has been pretending to be me.']
1199,the days and nights were very long in every attempt ,['The days and nights were very long.']
1200,made to escape was prevented I missed Sandra I wonder ,"['I wonder if I missedSandra, I made to escape.']"
1201,what she thought of me and why I haven't been ,['Why have I not been and what she thought of me.']
1202,in touch after about a month I started Speaking of ,['I started talking after about a month.']
1203,it I give her one word answers when she asked ,"['When she asked, I gave her one word answers.']"
1204,about my day 6 months later I began to notice ,['I began to notice about 6 months later.']
1205,the little things about the way she combed hair hair ,['The way she combed her hair.']
1206,and laughed when she watched stupid sitcoms I began to ,['I began to laugh when she watched stupid sitcoms.']
1207,notice the sparkle in her eyes whenever she did something ,['She has a sparkle in her eyes.']
1208,nice for me but I quickly shutdown those feelings because ,['I quickly shut those down because of feelings.']
1209,after all she was my kidnapper the days and nights ,['She was my abductor for days and nights.']
1210,got shorter and less painful I didn't really miss the ,"[""I didn't miss it because I got shorter and less painful.""]"
1211,outdoors that much because Megan did everything she could to ,['Megan did everything she could outdoors.']
1212,make my life interesting eventually we started having fun and ,['We started having fun and making my life interesting.']
1213,to be honest I'm not even sure how that happened ,"[""I'm not sure how that happened.""]"
1214,but I began to hate her less a lot less ,['I began to dislike her less.']
1215,I began to lose track of time and I'm not ,['I lost track of time.']
1216,sure how much it passed when one night she sat ,['How much did it pass when she sat?']
1217,next to me and said do you love me Colin ,['Do you love me Colin?']
1218,I looked at her and saw that sparkle in her ,['I saw that sparkle in her.']
1219,eye again I look down and thought for a while ,['I looked down and thought for a while.']
1220,that she had been so loving towards me even though ,['Even though she was loving towards me.']
1221,I continuously push her away she fed me and try ,['She fed me and I pushed her away.']
1222,to make me happy and that was more than anyone ,['That was more important to me than anyone else.']
1223,had ever done for me I looked at her and ,['I looked at her.']
1224,said yes and maybe I did or maybe it was ,"[""Maybe I did or maybe it wasn't.""]"
1225,Stockholm syndrome but 5 years later and we're still together ,"[""Five years later, we're still together.""]"
1226,I had to drop out of college because I missed ,['I dropped out of college because I missed school.']
1227,a whole year Sandra thought that I had ghosted her ,['I was thought to have ghosted her for a year.']
1228,and she moved on am I happy I think so ,['I think she moved on.']
1229,do I need a therapist probably ordinary middle schoolgirls usually ,['Do I need a therapist?']
1230,occupy there time by going to the mall painting their ,['They can occupy there time by going to the mall.']
1231,nails talking about crushes and doing homework I suppose I ,"[""I think I'm talking about crushes and doing homework.""]"
1232,was ordinary once I had a fun group of friends ,['I had a fun group of friends.']
1233,and we did all of those exciting things until my ,['We did all of those exciting things.']
1234,last year of middle school everything changed I was sitting ,['I was sitting in middle school last year.']
1235,in class passing notes to my best friend Marianne when ,['When I passed notes to my best friend.']
